Abbrev,Rep,Sp,DBH,Ht,Surv,Vig,Ins_res,Stem_Fm,Crown_Fm,Brnch_Fm,Utility
Mor,1,am,29.6,13.52,41.714285714285715,2.645714285714286,2.1028571428571428,3.214285714285714,3.82,3.3457142857142856,none
Mor,1,nd,27.7,12.62,41.285714285714285,2.6942857142857144,2.137142857142857,3.1857142857142855,3.76,3.2942857142857145,none
Mor,1,nd,18.73,8.53,41.07142857142857,2.7185714285714284,2.1542857142857144,3.1714285714285713,3.73,3.2685714285714287,none
Mor,1,nd,36.65,16.69,40.857142857142854,2.742857142857143,2.1714285714285713,3.157142857142857,3.7,3.242857142857143,none
Mor,1,nd,25.84,11.76,40.642857142857146,2.7671428571428573,2.1885714285714286,3.142857142857143,3.67,3.217142857142857,none
Mor,1,nd,4.14,1.89,40.42857142857143,2.7914285714285714,2.2057142857142855,3.1285714285714286,3.64,3.1914285714285713,none
Mor,1,pu,26.63,11.4,40.214285714285715,2.815714285714286,2.222857142857143,3.114285714285714,3.61,3.1657142857142855,none
Mor,1,pu,10.1,4.32,40.0,2.84,2.24,3.0999999999999996,3.58,3.14,none
Mor,1,pu,23.62,10.11,39.785714285714285,2.8642857142857143,2.257142857142857,3.0857142857142854,3.55,3.1142857142857143,none
Mor,1,ra,21.07,9.62,39.57142857142857,2.888571428571429,2.2742857142857145,3.071428571428571,3.52,3.0885714285714285,none
Mor,1,ra,19.81,9.05,39.357142857142854,2.912857142857143,2.2914285714285714,3.057142857142857,3.49,3.0628571428571427,none
Mor,1,te,32.09,12.03,39.142857142857146,2.9371428571428573,2.3085714285714287,3.0428571428571427,3.46,3.0371428571428574,none
Mor,1,te,33.99,12.75,38.92857142857143,2.9614285714285713,2.3257142857142856,3.0285714285714285,3.4299999999999997,3.0114285714285716,none
Mor,1,te,15.25,5.72,38.714285714285715,2.9857142857142858,2.342857142857143,3.0142857142857142,3.4,2.9857142857142858,none
Mor,1,te,26.87,10.08,38.5,3.0100000000000002,2.36,3.0,3.37,2.96,none
Mor,2,am,25.73,11.75,38.285714285714285,3.0342857142857143,2.3771428571428572,2.9857142857142858,3.34,2.934285714285714,none
Mor,2,am,19.91,13.63,38.07142857142857,3.0585714285714287,2.394285714285714,2.971428571428571,3.31,2.9085714285714284,none
Mor,2,am,17.69,8.08,37.85714285714286,3.0828571428571427,2.4114285714285715,2.957142857142857,3.28,2.882857142857143,none
Mor,2,am,25.71,11.74,37.642857142857146,3.107142857142857,2.428571428571429,2.9428571428571426,3.25,2.857142857142857,none
Mor,2,am,11.25,5.14,37.42857142857143,3.1314285714285717,2.4457142857142857,2.9285714285714284,3.2199999999999998,2.8314285714285714,none
Mor,2,am,25.85,11.8,37.214285714285715,3.1557142857142857,2.4628571428571426,2.914285714285714,3.19,2.8057142857142856,none
Mor,2,co,33.6,14.17,37.0,3.18,2.48,2.9,3.16,2.7800000000000002,none
Mor,2,nd,35.78,16.29,36.785714285714285,3.2042857142857146,2.4971428571428573,2.8857142857142857,3.13,2.7542857142857144,none
Mor,2,nd,23.46,10.68,36.57142857142857,3.2285714285714286,2.5142857142857142,2.8714285714285714,3.1,2.7285714285714286,none
Mor,2,nd,27.79,12.65,36.35714285714286,3.252857142857143,2.5314285714285716,2.8571428571428568,3.07,2.702857142857143,none
Mor,2,nd,32.88,14.98,36.142857142857146,3.277142857142857,2.5485714285714285,2.8428571428571425,3.04,2.677142857142857,none
Mor,2,nd,32.15,14.64,35.92857142857143,3.3014285714285716,2.565714285714286,2.8285714285714283,3.01,2.6514285714285712,none
Mor,2,pu,35.37,15.14,35.714285714285715,3.3257142857142856,2.5828571428571427,2.814285714285714,2.98,2.625714285714286,none
Mor,2,pu,24.72,10.58,35.5,3.35,2.6,2.8,2.95,2.6,none
Mor,2,pu,27.66,11.83,35.285714285714285,3.3742857142857146,2.6171428571428574,2.7857142857142856,2.92,2.5742857142857143,none
Mor,2,ra,26.18,11.96,35.07142857142857,3.3985714285714286,2.6342857142857143,2.7714285714285714,2.8899999999999997,2.5485714285714285,none
Mor,2,ra,17.5,7.99,34.85714285714286,3.422857142857143,2.6514285714285712,2.757142857142857,2.86,2.522857142857143,none
Mor,2,te,29.91,11.22,34.642857142857146,3.4471428571428575,2.6685714285714286,2.742857142857143,2.83,2.4971428571428573,none
Mor,2,te,21.89,8.21,34.42857142857143,3.4714285714285715,2.685714285714286,2.7285714285714286,2.8,2.4714285714285715,none
Mor,2,te,28.19,10.57,34.214285714285715,3.495714285714286,2.702857142857143,2.714285714285714,2.7699999999999996,2.4457142857142857,none
Mor,2,te,19.92,7.47,34.0,3.5200000000000005,2.72,2.6999999999999997,2.74,2.42,none
Mor,3,am,20.16,9.21,33.785714285714285,3.5442857142857145,2.737142857142857,2.6857142857142855,2.71,2.394285714285714,none
Mor,3,am,16.63,7.59,33.57142857142857,3.5685714285714285,2.7542857142857144,2.6714285714285713,2.6799999999999997,2.3685714285714283,none
Mor,3,am,14.31,6.53,33.35714285714286,3.592857142857143,2.7714285714285714,2.657142857142857,2.65,2.342857142857143,none
Mor,3,am,25.34,11.57,33.142857142857146,3.6171428571428574,2.7885714285714287,2.642857142857143,2.62,2.317142857142857,none
Mor,3,am,15.23,6.96,32.92857142857143,3.6414285714285715,2.8057142857142856,2.6285714285714286,2.59,2.2914285714285714,none
Mor,3,am,24.16,11.03,32.714285714285715,3.665714285714286,2.822857142857143,2.614285714285714,2.5599999999999996,2.265714285714286,none
Mor,3,co,29.11,12.28,32.5,3.6900000000000004,2.84,2.5999999999999996,2.53,2.24,none
Mor,3,nd,29.29,13.33,32.285714285714285,3.7142857142857144,2.857142857142857,2.5857142857142854,2.5,2.2142857142857144,none
Mor,3,nd,12.2,5.56,32.07142857142857,3.7385714285714284,2.8742857142857146,2.571428571428571,2.4699999999999998,2.1885714285714286,none
Mor,3,nd,22.89,10.42,31.857142857142858,3.7628571428571433,2.8914285714285715,2.557142857142857,2.44,2.162857142857143,none
Mor,3,nd,30.15,13.73,31.642857142857146,3.7871428571428574,2.9085714285714284,2.5428571428571427,2.41,2.137142857142857,none
Mor,3,nd,29.76,13.55,31.42857142857143,3.8114285714285714,2.9257142857142857,2.5285714285714285,2.38,2.111428571428571,none
Mor,3,pu,33.68,14.41,31.214285714285715,3.835714285714286,2.942857142857143,2.5142857142857142,2.3499999999999996,2.0857142857142854,none
Mor,3,pu,25.85,11.06,31.0,3.8600000000000003,2.96,2.5,2.32,2.06,none
Mor,3,pu,20.72,8.87,30.785714285714285,3.8842857142857143,2.9771428571428573,2.4857142857142858,2.29,2.0342857142857143,none
Mor,3,ra,21.27,9.72,30.571428571428573,3.908571428571429,2.994285714285714,2.4714285714285715,2.26,2.008571428571429,none
Mor,3,ra,19.63,8.97,30.357142857142858,3.9328571428571433,3.0114285714285716,2.457142857142857,2.2299999999999995,1.9828571428571429,none
Mor,3,te,26.37,9.89,30.142857142857146,3.9571428571428573,3.0285714285714285,2.4428571428571426,2.2,1.957142857142857,none
Mor,3,te,26.19,9.82,29.92857142857143,3.9814285714285713,3.045714285714286,2.4285714285714284,2.17,1.9314285714285715,none
Mor,3,te,17.35,6.51,29.714285714285715,4.005714285714286,3.062857142857143,2.414285714285714,2.1399999999999997,1.9057142857142857,none
Mor,3,te,20.57,7.71,29.5,4.03,3.08,2.4,2.11,1.8800000000000001,none
Wen,1,am,27.68,12.64,29.285714285714285,4.054285714285714,3.097142857142857,2.3857142857142857,2.08,1.8542857142857143,none
Wen,1,co,30.93,13.05,29.071428571428573,4.078571428571429,3.1142857142857143,2.3714285714285714,2.05,1.8285714285714285,none
Wen,1,nd,26.16,11.89,28.857142857142858,4.102857142857143,3.1314285714285717,2.3571428571428568,2.0199999999999996,1.802857142857143,none
Wen,1,pu,38.51,16.46,28.642857142857146,4.127142857142857,3.1485714285714286,2.3428571428571425,1.9899999999999998,1.7771428571428571,none
Wen,1,ra,24.0,10.96,28.42857142857143,4.151428571428571,3.1657142857142855,2.3285714285714283,1.96,1.7514285714285716,none
Wen,1,te,29.02,10.87,28.214285714285715,4.175714285714286,3.182857142857143,2.314285714285714,1.9299999999999997,1.7257142857142858,none
WSh,1,fr,33.35,10.61,33.0,4.5,4.0,2.8,3.0,1.5,good
WSh,1,ni,28.21,9.47,94.0,4.6,3.0,2.0,1.8,1.2,good
WSh,1,ob,27.36,11.49,67.0,4.7,3.3,3.4,3.4,3.0,good
WSh,1,re,22.34,8.84,25.0,3.8,3.5,3.0,3.5,3.0,average
